title,label,cleaned_text
State Department warns of possible terror attack in South Africa,1,state department warn possible terror attack south africa
Who Lost Iraq?,1,lose iraq
Pope Francis implores Congress to accept immigrants as their own,1,pope francis implore congress accept immigrants
"Poll: Trump gains in Iowa, still dominates in New Hampshire",1,poll trump gain iowa still dominate new hampshire
Rand Paul Goes on Senate Floor to Protest NSA Spying Measure,1,rand paul senate floor protest nsa spy measure
China Airport Security Robot Gives Electroshocks,0,china airport security robot give electroshocks
Obama Details His Disappointment With Netanyahu In First Post-Election Comments,1,obama detail disappointment netanyahu first post election comment
"Re: WikiLeaks: Neera Tanden has ANOTHER ringing endorsement for Hillary! (No, not really)",0,wikileaks neera tanden another ring endorsement hillary really
Reality Check: First Clinton v Trump presidential debate,1,reality check first clinton trump presidential debate
Doomsday Election,0,doomsday election
John Kasich’s Advice for Women to Prevent Sexual Assault: Avoid Parties “Where There’s a Lot of Alcohol”,1,john kasich advice women prevent sexual assault avoid party lot alcohol
The system set Boehner up for failure,1,system set boehner failure
Gay marriage victory at Supreme Court triggering backlash,1,gay marriage victory supreme court trigger backlash
Who rode it best? Jesse Jackson mounts up to fight pipeline; Leonardo DiCaprio to the rescue?,0,ride best jesse jackson mount fight pipeline leonardo dicaprio rescue
McCarthy drops out of speaker race as House asks: Who wants this job? (+video),1,mccarthy drop speaker race house ask want job video
"Democrats, Republicans in tight races as Iowans prepare to caucus",1,democrats republicans tight race iowans prepare caucus
Iran: Why the best outcome now is to keep negotiating without reaching a deal,1,iran best outcome keep negotiate without reach deal
NAZI Flying Saucers & A Permanent Base in Antarctica,0,nazi fly saucers permanent base antarctica
BREAKING: Man Brags on Facebook of Voting 3 Times… Then Reveals How He Did It,0,break man brag facebook vote time reveal
Furious parents slam ‘damaging’ BBC sex change show aimed at six-year-olds,0,furious parent slam damage bbc sex change show aim six year olds
Trump Family Say Trump Brand Has NOT Been Damaged,0,trump family say trump brand damage
Rand Paul is flatlining,1,rand paul flatlining
Nurse Chris Christie Quarantined For Ebola Goes After Governor On Vaccines,1,nurse chris christie quarantine ebola governor vaccines
Can Paul Ryan and Donald Trump coexist within the Republican Party?,1,paul ryan donald trump coexist within republican party
"Cruz copying me on border wall, Trump says",1,cruz copy border wall trump say
John Oliver: America’s Increasingly Segregated Schools Are ‘Very Rarely Equal in Any Way’ (Video),0,john oliver america increasingly segregate school rarely equal way video
The Rise of Mandatory Vaccinations Means the End of Medical Freedom,0,rise mandatory vaccinations mean end medical freedom
Scientists Fascinated By Lake Under The Sea: Those Who Enter Never Come Out [Watch],0,scientists fascinate lake sea enter never come watch
Jeb Bush loses TV ad edge to Marco Rubio,1,jeb bush lose edge marco rubio
"Russia, India Discuss FGFA Advanced Fighter, Su-30MKI Upgrade",0,russia india discuss fgfa advance fighter 30mki upgrade
"Our real police/race problem: Diverse forces, white resentment, and America’s persistent divides",1,real police race problem diverse force white resentment america persistent divide
The Supreme Court cannot hide on Obamacare,1,supreme court hide obamacare
BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY – TruthFeed,0,break ted cruz call special prosecutor investigate hillary truthfeed
"Poll: Hillary Clinton, Bernie Sanders both top Trump",1,poll hillary clinton bernie sanders top trump
Donald Trump revokes Washington Post press access (+video),1,donald trump revoke washington post press access video
The Real Reason Obamacare is Coming Unglued,0,real reason obamacare come unglued
How Jeb Bush can avoid being the Jon Huntsman of 2016,1,jeb bush avoid jon huntsman 2016
Revived Clinton Email Scandal Killed By A Slew Of New Facts In Record Time,0,revive clinton email scandal kill slew new facts record time
Iraq’s Skies Darken as Islamic State Torches Oil,0,iraq sky darken islamic state torch oil
New Yorkers fight to overturn ballot selfie ban,0,new yorkers fight overturn ballot selfie ban
Poll finds Ben Carson knocks Donald Trump from top spot nationally,1,poll find ben carson knock donald trump top spot nationally
“I’m glad that he won”: The surprising Palestinian reaction to Netanyahu’s win,1,glad win surprise palestinian reaction netanyahu win
George W. Bush’s Ethics Lawyer Files Complaint Against FBI Director James Comey,0,george bush ethics lawyer file complaint fbi director jam comey
Netflix Ceo: TV’s Future includes Hallucination Pills,0,netflix ceo future include hallucination pills
Ernst to Trump: Stop with the name-calling,1,ernst trump stop name call
Comment on Elections 2012-16 by BeamMeUpScotty,0,comment elections 2012 beammeupscotty
After Debate Duke Says USA becoming Banana Republic,0,debate duke say usa become banana republic
"NOW FIVE FBI FIELD OFFICES ARE PROBING CLINTON CHARITY, ADDING FUEL TO THE FIRE",0,five fbi field offices probe clinton charity add fuel fire
White House: GOP Has Failed to Put ‘Points on the Board’,1,white house gop fail put point board
The Daily 202: The presidency is Hillary Clinton’s to lose. Here are 12 ways she could lose it.,1,daily 202 presidency hillary clinton lose ways could lose
"Do Democrats Want What Bernie Wants, Or Just What Bernie Has?",1,democrats want bernie want bernie
Podesta wiki leaks...We prefer Muslims over Christians....,0,podesta wiki leak prefer muslims christians
Critics Pounce on Madeleine Albright’s Exhortation to Women to Back Clinton,1,critics pounce madeleine albright exhortation women back clinton
Clinton doubles down on disputed claim FBI found her email remarks 'truthful',1,clinton double dispute claim fbi find email remark truthful
How the Clintons’ Haiti development plans succeed — and disappoint,1,clintons haiti development plan succeed disappoint
Of Course Facebook Is Biased. Its Real Problem Is That It Won’t Admit It.,1,course facebook bias real problem win admit
Tax Calculator: The federal debt,1,tax calculator federal debt
Trump and advisers remain split on how far to move toward the middle,1,trump advisers remain split far move toward middle
Clinton in the final stretch: winning over anti-Trump contingent may be best play,1,clinton final stretch win anti trump contingent may best play
Australian taxpayers charged over $88 million for donation to corrupt Clinton Foundation,0,australian taxpayers charge million donation corrupt clinton foundation
Vatican Ends Scrutiny Of U.S. Nuns,1,vatican end scrutiny nuns
How Clinton’s email scandal took root,1,clinton email scandal take root
Jews ‘blamed for Holocaust’ at House of Lords event,0,jews blame holocaust house lord event
The Disappearing Middle: Electorate Way Less Moderate Than Past Primaries,1,disappear middle electorate way less moderate past primaries
"Hannity: WikiLeaks Has Proven That ""Everything The Conspiracy Theorists Said"" Was True",1,hannity wikileaks prove everything conspiracy theorists say true
Russia successfully tests its first-ever hypersonic weapon,0,russia successfully test first ever hypersonic weapon
The Hulk Actor Mark Ruffalo Has Joined Standing Rock to Protest DAPL,0,hulk actor mark ruffalo join stand rock protest dapl
AP FACT CHECK: The Republican debaters and the facts,1,fact check republican debaters facts
Why the drop in income inequality?,1,drop income inequality
Walmart Goes Against The Grain Of Obama’s America With New Thanksgiving Ad,0,walmart grain obama america new thanksgiving
Senate Makes History By Confirming Loretta Lynch As U.S. Attorney General,1,senate make history confirm loretta lynch attorney general
Manhunt for escaped killers expands to Vermont,1,manhunt escape killers expand vermont
The Path To Total Dictatorship: America’s “Shadow Government” And Its Silent Coup,0,path total dictatorship america shadow government silent coup
To the Youth a Day After the Election: Another World Is Possible,0,youth day election another world possible
Physical Gold Demand and Fear,0,physical gold demand fear
Protester charged with shooting officers in Ferguson,1,protester charge shoot officer ferguson
Comment on U.S. war with Iran has already begun by جنگ ارزی آمریکا علیه ایران / مورد مطالعاتی سال 1390 - کدآمایی,0,comment war iran already begin جنگ ارزی آمریکا علیه ایران مورد مطالعاتی سال 1390 کدآمایی
